Unnamed: 0,dms_mode,dms_orig_string,dms_dest_string,tons_2017,tons_2018,tons_2019,tons_2020,tons_2021,tons_2022,tons_2025,tons_2030,tons_2035,tons_2040,tons_2045,tons_2050,dms_orig_coordinates,dms_dest_coordinates,distance_miles,path
7989,Water,Albany NY  CFS Area,Albany NY  CFS Area,1.571345,1.592647,1.572651,1.511986,1.559601,1.511959,2.317003,2.539634,2.764108,3.263952,3.623287,4.131488,"(-73.754968, 42.6511674)","(-73.754968, 42.6511674)",0.0,"[(-73.75253743890235, 42.63381958126746)]"
7990,Water,Baton Rouge LA,Baton Rouge LA,3167.003704,3230.153166,3246.629556,2955.742223,2995.308289,3083.681641,3849.268249,4226.331778,4583.912345,5036.595302,5598.584084,6198.631331,"(-82.502277, 28.2968872)","(-82.502277, 28.2968872)",0.0,"[(-82.48083759071976, 27.97001882259979)]"
7991,Water,Baton Rouge LA,Beaumont TX,1853.11629,1983.820239,1884.573255,1855.206663,1821.435392,1898.529354,2495.446804,2792.3212240000003,3017.983773,3321.573353,3720.666499,4042.928415,"(-82.502277, 28.2968872)","(-94.1018461, 30.0860459)",816.5197815513096,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.76116652159163, 27.60515491865602), (-82.96611846397482, 27.58850592734612), (-83.38163634340381, 27.60122493461101), (-84.65249598201, 27.5832949715493), (-86.2810355032827, 28.15783487779941), (-88.47248489589293, 28.10535495001276), (-89.89986450035353, 28.28418494945248), (-93.21397158181331, 29.130017863903642), (-93.66851346416088, 29.132124877919022), (-93.66797645169063, 29.415227818151973), (-93.81699940441453, 29.62502177849005), (-93.95758133584543, 29.815527744421846), (-93.96103335834647, 29.824514742406908), (-93.9526835153796, 29.840308848324558), (-93.8553533793076, 29.96882470851128), (-93.85743205432095, 29.97302424176342), (-93.94186457870933, 29.99474757866306), (-93.96761931708994, 30.012632073089588), (-93.98832406256517, 30.01078653825184), (-94.03306016453949, 30.033413049139206), (-94.03586732766107, 30.04303269977473), (-94.03133442418, 30.047200105179435), (-94.05601499765328, 30.072919327642623), (-94.08387131451411, 30.077111694035136), (-94.08952331301363, 30.07694569425984)]"
7992,Water,Baton Rouge LA,Chicago IL-IN-WI (IL Part),806.170166,797.98872,760.48808,718.267342,764.086111,703.886452,1181.1293,1426.6797,1714.9786,2060.3462,2479.0603,2925.9929,"(-82.502277, 28.2968872)","(-87.6244212, 41.8755616)",1735.2869112737735,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.76116652159163, 27.60515491865602), (-82.96611846397482, 27.58850592734612), (-83.38163634340381, 27.60122493461101), (-84.65249598201, 27.5832949715493), (-86.2810355032827, 28.15783487779941), (-87.34638517362794, 29.02276470982037), (-88.09717492260175, 30.101514490280245), (-88.05170793262928, 30.162819474422427), (-88.03579793268794, 30.271497449548633), (-88.01762892778642, 30.47928540409211), (-88.02265492577007, 30.52447439336842), (-88.03201991650654, 30.645559367287316), (-88.0318419536253, 30.656772406537538), (-88.03577625176275, 30.686354527368547), (-88.03518991483578, 30.691607358081264), (-88.03595506535314, 30.695947971552005), (-88.0379610894695, 30.70732582374797), (-88.03933493994931, 30.71511633504662), (-88.03989471862428, 30.718290189096212), (-88.04112491196243, 30.725264350039467), (-88.04196339911816, 30.728685079956346), (-88.0425521993705, 30.732256696746358), (-88.04229891023806, 30.73644734850676), (-87.94354491915172, 31.136544257873428), (-88.12617084006857, 31.757439129837906), (-88.12906783842158, 31.75578512923538), (-88.04136084465988, 32.13020904681363), (-87.88344286846629, 32.52085395727596), (-87.87840087020501, 32.51979495774307), (-87.85310087685633, 32.531853953977866), (-88.13470178208323, 32.835989899934034), (-88.28717571937906, 33.21150382747737), (-88.43742366330119, 33.463442781731054), (-88.48954264606203, 33.519225771463056), (-88.51964661964583, 33.83143170799964), (-88.48833561842653, 34.0118486705726), (-88.42711963157947, 34.063705656931546), (-88.42475862158012, 34.255071618119516), (-88.40856661950498, 34.36125359563331), (-88.36601422639559, 34.46264842207926), (-88.32425463274713, 34.52400055945087), (-88.20263063689352, 35.007885455652236), (-88.24537362069879, 35.066952445928905), (-88.24967722595574, 35.06542106164269), (-88.25467761923106, 35.06364144717436), (-88.05317058012051, 36.497024154598066), (-88.23717449462406, 36.97978306941961), (-88.26468248328793, 37.0135350641946), (-88.26825348192612, 37.016456064162796), (-88.57139439292713, 37.07844306591369), (-88.6495163672775, 37.125163060976625), (-88.6547767881872, 37.126940721254904), (-88.65928836338344, 37.1284650603463), (-89.03591225195989, 37.20276306533385), (-89.03919925106938, 37.20040106578063), (-89.05974824613166, 37.187005069391454), (-89.0692172443271, 37.1799510700044), (-89.13229924119983, 36.982183111191105), (-89.77931399024034, 37.873642974776686), (-89.93487393848518, 37.97331296374259), (-90.27764977348302, 38.48061167568892), (-90.22960380691889, 38.56953287057868), (-90.2243398347376, 38.57377604985399), (-90.22023182402185, 38.577086915913384), (-90.2172874553842, 38.579459661404194), (-90.21102280253918, 38.58351799653596), (-90.2102433643661, 38.58399712663652), (-90.18901723204876, 38.60432543568965), (-90.1788041250497, 38.641318163942195), (-90.18432456316502, 38.66848037717234), (-90.18451766813071, 38.669139665304264), (-90.1900484546253, 38.68708404072787), (-90.18470780865985, 38.69737084483549), (-90.1813547161586, 38.701979590195954), (-90.17936880969864, 38.70470884328263), (-90.17308388691944, 38.712883183785245), (-90.11654338475465, 38.80573806811604), (-90.1159921837441, 38.80970342607165), (-90.11829381741778, 38.81458282039509), (-90.11037581986098, 38.82731734612722), (-90.1105992006092, 38.846360298946664), (-90.14937580374591, 38.86753181292521), (-90.15371780190328, 38.869957812240465), (-90.42838371743335, 38.96289281057466), (-90.64046359328098, 39.686192693326255), (-90.53328360005423, 39.93900264321564), (-90.5324235998976, 39.942207642668514), (-89.62773979134089, 40.630541472841756), (-89.62454879273429, 40.63343147163404), (-89.61438929701904, 40.665023317577514), (-89.11672147940094, 41.32304776783724), (-88.98737190850434, 41.32485031745805), (-88.98443590938386, 41.32398131715999), (-88.98112091127298, 41.32286231769645), (-88.7546459758385, 41.328587303346815), (-88.74982297734137, 41.328343303733135), (-88.2847181063584, 41.39780826524041), (-88.28225717522771, 41.398023387258675), (-88.27693710851806, 41.39848826465402), (-88.1063151482964, 41.50101823797979), (-88.10273444148595, 41.503506633738894), (-88.0998481481461, 41.50551223667625), (-88.07749415101382, 41.5565622261375), (-88.07753314988108, 41.56823422471224), (-88.07733414947023, 41.57103222392105), (-88.0416364814192, 41.66523966050678), (-88.00897131558087, 41.67603803763663), (-87.99768058716253, 41.6798446333644), (-87.95359828381261, 41.69530500453476), (-87.94958217430595, 41.69726019559112), (-87.84347930996955, 41.76409820423266), (-87.83743264906761, 41.77080319894195), (-87.82452717162882, 41.78488981736705), (-87.74938243188208, 41.81767035196542), (-87.74809659782669, 41.818072527632026), (-87.69148625584819, 41.83593453249494), (-87.66435424413392, 41.84473215430195), (-87.63798424762602, 41.88661214549843), (-87.61519925321163, 41.88869714315154)]"
7993,Water,Baton Rouge LA,Chicago IL-IN-WI (IN Part),3.310343,3.618617,3.882387,3.653735,3.642001,3.78687,2.411891,2.161043,1.854348,1.585978,1.378454,1.240403,"(-82.502277, 28.2968872)","(-87.6244212, 41.8755616)",1735.2869112737735,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.76116652159163, 27.60515491865602), (-82.96611846397482, 27.58850592734612), (-83.38163634340381, 27.60122493461101), (-84.65249598201, 27.5832949715493), (-86.2810355032827, 28.15783487779941), (-87.34638517362794, 29.02276470982037), (-88.09717492260175, 30.101514490280245), (-88.05170793262928, 30.162819474422427), (-88.03579793268794, 30.271497449548633), (-88.01762892778642, 30.47928540409211), (-88.02265492577007, 30.52447439336842), (-88.03201991650654, 30.645559367287316), (-88.0318419536253, 30.656772406537538), (-88.03577625176275, 30.686354527368547), (-88.03518991483578, 30.691607358081264), (-88.03595506535314, 30.695947971552005), (-88.0379610894695, 30.70732582374797), (-88.03933493994931, 30.71511633504662), (-88.03989471862428, 30.718290189096212), (-88.04112491196243, 30.725264350039467), (-88.04196339911816, 30.728685079956346), (-88.0425521993705, 30.732256696746358), (-88.04229891023806, 30.73644734850676), (-87.94354491915172, 31.136544257873428), (-88.12617084006857, 31.757439129837906), (-88.12906783842158, 31.75578512923538), (-88.04136084465988, 32.13020904681363), (-87.88344286846629, 32.52085395727596), (-87.87840087020501, 32.51979495774307), (-87.85310087685633, 32.531853953977866), (-88.13470178208323, 32.835989899934034), (-88.28717571937906, 33.21150382747737), (-88.43742366330119, 33.463442781731054), (-88.48954264606203, 33.519225771463056), (-88.51964661964583, 33.83143170799964), (-88.48833561842653, 34.0118486705726), (-88.42711963157947, 34.063705656931546), (-88.42475862158012, 34.255071618119516), (-88.40856661950498, 34.36125359563331), (-88.36601422639559, 34.46264842207926), (-88.32425463274713, 34.52400055945087), (-88.20263063689352, 35.007885455652236), (-88.24537362069879, 35.066952445928905), (-88.24967722595574, 35.06542106164269), (-88.25467761923106, 35.06364144717436), (-88.05317058012051, 36.497024154598066), (-88.23717449462406, 36.97978306941961), (-88.26468248328793, 37.0135350641946), (-88.26825348192612, 37.016456064162796), (-88.57139439292713, 37.07844306591369), (-88.6495163672775, 37.125163060976625), (-88.6547767881872, 37.126940721254904), (-88.65928836338344, 37.1284650603463), (-89.03591225195989, 37.20276306533385), (-89.03919925106938, 37.20040106578063), (-89.05974824613166, 37.187005069391454), (-89.0692172443271, 37.1799510700044), (-89.13229924119983, 36.982183111191105), (-89.77931399024034, 37.873642974776686), (-89.93487393848518, 37.97331296374259), (-90.27764977348302, 38.48061167568892), (-90.22960380691889, 38.56953287057868), (-90.2243398347376, 38.57377604985399), (-90.22023182402185, 38.577086915913384), (-90.2172874553842, 38.579459661404194), (-90.21102280253918, 38.58351799653596), (-90.2102433643661, 38.58399712663652), (-90.18901723204876, 38.60432543568965), (-90.1788041250497, 38.641318163942195), (-90.18432456316502, 38.66848037717234), (-90.18451766813071, 38.669139665304264), (-90.1900484546253, 38.68708404072787), (-90.18470780865985, 38.69737084483549), (-90.1813547161586, 38.701979590195954), (-90.17936880969864, 38.70470884328263), (-90.17308388691944, 38.712883183785245), (-90.11654338475465, 38.80573806811604), (-90.1159921837441, 38.80970342607165), (-90.11829381741778, 38.81458282039509), (-90.11037581986098, 38.82731734612722), (-90.1105992006092, 38.846360298946664), (-90.14937580374591, 38.86753181292521), (-90.15371780190328, 38.869957812240465), (-90.42838371743335, 38.96289281057466), (-90.64046359328098, 39.686192693326255), (-90.53328360005423, 39.93900264321564), (-90.5324235998976, 39.942207642668514), (-89.62773979134089, 40.630541472841756), (-89.62454879273429, 40.63343147163404), (-89.61438929701904, 40.665023317577514), (-89.11672147940094, 41.32304776783724), (-88.98737190850434, 41.32485031745805), (-88.98443590938386, 41.32398131715999), (-88.98112091127298, 41.32286231769645), (-88.7546459758385, 41.328587303346815), (-88.74982297734137, 41.328343303733135), (-88.2847181063584, 41.39780826524041), (-88.28225717522771, 41.398023387258675), (-88.27693710851806, 41.39848826465402), (-88.1063151482964, 41.50101823797979), (-88.10273444148595, 41.503506633738894), (-88.0998481481461, 41.50551223667625), (-88.07749415101382, 41.5565622261375), (-88.07753314988108, 41.56823422471224), (-88.07733414947023, 41.57103222392105), (-88.0416364814192, 41.66523966050678), (-88.00897131558087, 41.67603803763663), (-87.99768058716253, 41.6798446333644), (-87.95359828381261, 41.69530500453476), (-87.94958217430595, 41.69726019559112), (-87.84347930996955, 41.76409820423266), (-87.83743264906761, 41.77080319894195), (-87.82452717162882, 41.78488981736705), (-87.74938243188208, 41.81767035196542), (-87.74809659782669, 41.818072527632026), (-87.69148625584819, 41.83593453249494), (-87.66435424413392, 41.84473215430195), (-87.63798424762602, 41.88661214549843), (-87.61519925321163, 41.88869714315154)]"
7994,Water,Baton Rouge LA,Cincinnati OH-KY-IN (OH Part),179.91394,178.088077,169.719015,160.296564,170.521992,157.087164,266.6297,317.70401,375.23615,443.16367,524.38281,607.29816,"(-82.502277, 28.2968872)","(-84.5124602, 39.1014537)",1599.0678900131074,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.76116652159163, 27.60515491865602), (-82.96611846397482, 27.58850592734612), (-83.38163634340381, 27.60122493461101), (-84.65249598201, 27.5832949715493), (-86.2810355032827, 28.15783487779941), (-87.34638517362794, 29.02276470982037), (-88.09717492260175, 30.101514490280245), (-88.05170793262928, 30.162819474422427), (-88.03579793268794, 30.271497449548633), (-88.01762892778642, 30.47928540409211), (-88.02265492577007, 30.52447439336842), (-88.03201991650654, 30.645559367287316), (-88.0318419536253, 30.656772406537538), (-88.03577625176275, 30.686354527368547), (-88.03518991483578, 30.691607358081264), (-88.03595506535314, 30.695947971552005), (-88.0379610894695, 30.70732582374797), (-88.03933493994931, 30.71511633504662), (-88.03989471862428, 30.718290189096212), (-88.04112491196243, 30.725264350039467), (-88.04196339911816, 30.728685079956346), (-88.0425521993705, 30.732256696746358), (-88.04229891023806, 30.73644734850676), (-87.94354491915172, 31.136544257873428), (-88.12617084006857, 31.757439129837906), (-88.12906783842158, 31.75578512923538), (-88.04136084465988, 32.13020904681363), (-87.88344286846629, 32.52085395727596), (-87.87840087020501, 32.51979495774307), (-87.85310087685633, 32.531853953977866), (-88.13470178208323, 32.835989899934034), (-88.28717571937906, 33.21150382747737), (-88.43742366330119, 33.463442781731054), (-88.48954264606203, 33.519225771463056), (-88.51964661964583, 33.83143170799964), (-88.48833561842653, 34.0118486705726), (-88.42711963157947, 34.063705656931546), (-88.42475862158012, 34.255071618119516), (-88.40856661950498, 34.36125359563331), (-88.36601422639559, 34.46264842207926), (-88.32425463274713, 34.52400055945087), (-88.20263063689352, 35.007885455652236), (-88.24537362069879, 35.066952445928905), (-88.24967722595574, 35.06542106164269), (-88.25467761923106, 35.06364144717436), (-88.05317058012051, 36.497024154598066), (-88.23717449462406, 36.97978306941961), (-88.20258450245703, 36.994393064441354), (-88.2241074947917, 37.01859606119779), (-88.225390494277, 37.02161106150933), (-88.22693449369405, 37.03150305895382), (-88.41019143394792, 37.14040004638728), (-88.42907542580924, 37.16099804383569), (-88.43058672522835, 37.1642142875994), (-88.43378142410216, 37.17101204206747), (-88.06112450554846, 37.506872959607314), (-87.99913050079059, 37.797795902213174), (-87.99250192074251, 37.794663935283594), (-87.98684150406544, 37.79198890207556), (-87.87348902107881, 37.920398854949205), (-87.86999698198035, 37.91651557502542), (-87.50682463363242, 37.90439285806854), (-87.38074766710406, 37.935168846258314), (-87.37360420333405, 37.93195401809066), (-87.36794767185931, 37.929407847373334), (-87.13860474704971, 37.7957130006897), (-86.70952486302194, 37.8975758217735), (-86.706424701964, 37.89946342368887), (-86.70152586466776, 37.902445820245006), (-85.86322667833954, 38.21257196217451), (-85.84684398636163, 38.22584419774475), (-85.79953009976974, 38.280272705835834), (-85.79439710139249, 38.279026705735205), (-85.75264010252114, 38.26318772582122), (-85.18765524751737, 38.6856325991137), (-84.97104730464584, 38.774606572611305), (-84.96619363067641, 38.77417161261706), (-84.96014830774605, 38.77362957205526), (-84.65249242874194, 39.09028620752346), (-84.5044954180089, 39.094022490178034)]"
7995,Water,Baton Rouge LA,Cleveland OH,772.787537,832.509375,787.453707,779.077946,759.293681,799.682324,1006.4852,1111.8549,1160.7263,1232.41,1314.7408,1370.2218,"(-82.502277, 28.2968872)","(-81.6936772, 41.4996574)",2050.529703660566,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.68800254459671, 27.54585393092154), (-82.67138655269295, 27.444914955143147), (-82.57395158345149, 27.340869978773796), (-82.5978965772085, 27.318334983943792), (-82.47561662027522, 27.105095034114584), (-82.19205671259955, 26.72780511943351), (-82.06019675773815, 26.47307517950596), (-81.87887680539777, 26.650535131212397), (-81.71103685216531, 26.725125109487532), (-81.70622485322818, 26.724146109132615), (-81.69397392617073, 26.721719646910785), (-81.30576396763955, 26.788347084251114), (-81.30342996812169, 26.78834708360444), (-81.08635102963902, 26.837222066569044), (-81.08450303005063, 26.840868066061738), (-80.8531010895473, 27.141891985693945), (-80.6222071606305, 26.984705018815493), (-80.61985716182922, 26.984316019640346), (-80.57343517462319, 27.000865013906925), (-80.5692091761386, 27.002985013392482), (-80.2852752551775, 27.112013979717027), (-80.28325125598658, 27.113094978897557), (-80.28195625655407, 27.115400978769884), (-80.18500728302674, 27.176054961608102), (-80.31980723576143, 27.46016489387554), (-80.27958724601704, 27.472944890049913), (-80.09855729604725, 27.58190485921156), (-79.32110752879358, 27.44913487300802), (-75.10807849813412, 35.231832923022644), (-75.07372848081627, 35.8144427937865), (-73.75207870742636, 39.4215119921869), (-73.77093868190396, 39.75898192430016), (-73.78303866325834, 40.033091870143664), (-73.79314864140737, 40.345631808685575), (-73.8928686019129, 40.47992178547353), (-73.93928858653577, 40.49798178370995), (-74.03086855286121, 40.56409177327394), (-74.04554854508977, 40.60598176552282), (-74.05596854073308, 40.62844176159984), (-74.06304853677292, 40.64647175913897), (-74.03835554359685, 40.673940751840206), (-74.02752854605113, 40.694941747581005), (-73.99622855114296, 40.776301730547154), (-73.93387856461972, 40.881661707956454), (-73.91054856767362, 40.94220169554071), (-73.89026856810536, 41.04583167413214), (-73.89419856493497, 41.072191670075156), (-73.94150850823253, 41.75004154093798), (-73.92809849055395, 42.07059147941177), (-73.76156189999494, 42.61173145194583), (-73.75929776421793, 42.61733153148018), (-73.75909331731489, 42.61770349221403), (-73.75818260192625, 42.619360352732215), (-73.75253743890235, 42.63381958126746), (-73.69829852265858, 42.72822134758188), (-73.69544852333036, 42.73172134704351), (-73.68847852448854, 42.74288134417646), (-73.68729552370579, 42.75200734333015), (-73.67672852558383, 42.783841335792886), (-76.28090765040871, 43.20122136071165), (-76.51335620136629, 43.464132062246634), (-76.51404755398404, 43.46500132275811), (-76.56318753542341, 43.50599131667448), (-76.60160751953428, 43.5388513126052), (-76.75489747804833, 43.43313133821644), (-76.99993740391305, 43.373431359084144), (-77.6083072106701, 43.34398139004304), (-78.73475684055143, 43.450171421206946), (-79.11524673006491, 43.327181460753316), (-79.24300669306143, 43.287251472402374), (-79.21782670441014, 43.2429714800941), (-79.25486672438963, 42.8610315495898), (-80.79171632050847, 41.91872179108956), (-80.79738631431586, 41.973611781197626), (-81.10212622643712, 41.887031811010125), (-81.32503616335049, 41.817271834022364), (-81.73658605721855, 41.56095189986479), (-81.70727606962906, 41.51851190637655), (-81.68307346707611, 41.48924084817188)]"
7996,Water,Baton Rouge LA,Columbus OH,91.004128,90.080569,85.847328,81.08126,86.25349,79.457881,132.68008,159.39621,190.4369,227.56462,272.5889,319.76587,"(-82.502277, 28.2968872)","(-83.0007065, 39.9622601)",1716.3575653709136,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.76116652159163, 27.60515491865602), (-82.96611846397482, 27.58850592734612), (-83.38163634340381, 27.60122493461101), (-84.65249598201, 27.5832949715493), (-86.2810355032827, 28.15783487779941), (-87.34638517362794, 29.02276470982037), (-88.09717492260175, 30.101514490280245), (-88.05170793262928, 30.162819474422427), (-88.03579793268794, 30.271497449548633), (-88.01762892778642, 30.47928540409211), (-88.02265492577007, 30.52447439336842), (-88.03201991650654, 30.645559367287316), (-88.0318419536253, 30.656772406537538), (-88.03577625176275, 30.686354527368547), (-88.03518991483578, 30.691607358081264), (-88.03595506535314, 30.695947971552005), (-88.0379610894695, 30.70732582374797), (-88.03933493994931, 30.71511633504662), (-88.03989471862428, 30.718290189096212), (-88.04112491196243, 30.725264350039467), (-88.04196339911816, 30.728685079956346), (-88.0425521993705, 30.732256696746358), (-88.04229891023806, 30.73644734850676), (-87.94354491915172, 31.136544257873428), (-88.12617084006857, 31.757439129837906), (-88.12906783842158, 31.75578512923538), (-88.04136084465988, 32.13020904681363), (-87.88344286846629, 32.52085395727596), (-87.87840087020501, 32.51979495774307), (-87.85310087685633, 32.531853953977866), (-88.13470178208323, 32.835989899934034), (-88.28717571937906, 33.21150382747737), (-88.43742366330119, 33.463442781731054), (-88.48954264606203, 33.519225771463056), (-88.51964661964583, 33.83143170799964), (-88.48833561842653, 34.0118486705726), (-88.42711963157947, 34.063705656931546), (-88.42475862158012, 34.255071618119516), (-88.40856661950498, 34.36125359563331), (-88.36601422639559, 34.46264842207926), (-88.32425463274713, 34.52400055945087), (-88.20263063689352, 35.007885455652236), (-88.24537362069879, 35.066952445928905), (-88.24967722595574, 35.06542106164269), (-88.25467761923106, 35.06364144717436), (-88.05317058012051, 36.497024154598066), (-88.23717449462406, 36.97978306941961), (-88.20258450245703, 36.994393064441354), (-88.2241074947917, 37.01859606119779), (-88.225390494277, 37.02161106150933), (-88.22693449369405, 37.03150305895382), (-88.41019143394792, 37.14040004638728), (-88.42907542580924, 37.16099804383569), (-88.43058672522835, 37.1642142875994), (-88.43378142410216, 37.17101204206747), (-88.06112450554846, 37.506872959607314), (-87.99913050079059, 37.797795902213174), (-87.99250192074251, 37.794663935283594), (-87.98684150406544, 37.79198890207556), (-87.87348902107881, 37.920398854949205), (-87.86999698198035, 37.91651557502542), (-87.50682463363242, 37.90439285806854), (-87.38074766710406, 37.935168846258314), (-87.37360420333405, 37.93195401809066), (-87.36794767185931, 37.929407847373334), (-87.13860474704971, 37.7957130006897), (-86.70952486302194, 37.8975758217735), (-86.706424701964, 37.89946342368887), (-86.70152586466776, 37.902445820245006), (-85.86322667833954, 38.21257196217451), (-85.84684398636163, 38.22584419774475), (-85.79953009976974, 38.280272705835834), (-85.79439710139249, 38.279026705735205), (-85.75264010252114, 38.26318772582122), (-85.18765524751737, 38.6856325991137), (-84.97104730464584, 38.774606572611305), (-84.96619363067641, 38.77417161261706), (-84.96014830774605, 38.77362957205526), (-84.65249242874194, 39.09028620752346), (-84.5044954180089, 39.094022490178034), (-84.17875353717177, 38.79862853108647), (-84.17175351384036, 38.797462984092235), (-84.16647354106009, 38.796583531302176), (-82.91947587661795, 38.749778946627664)]"
7997,Water,Baton Rouge LA,Corpus Christi TX,35.59919,38.914344,41.750912,39.292007,39.165812,40.72373,35.40498,38.542351,40.234547,41.866375,36.388184,32.743954,"(-82.502277, 28.2968872)","(-97.4033191, 27.7635302)",970.3236525630876,"[(-82.48083759071976, 27.97001882259979), (-82.45723859860212, 27.939503829983114), (-82.44846360226546, 27.922735833949428), (-82.44627268722327, 27.918293656024524), (-82.44583866097034, 27.917413592092828), (-82.43981460421584, 27.905196837864597), (-82.44841360561865, 27.818669859101274), (-82.52234658460412, 27.78533486826867), (-82.602706566023, 27.659994901239664), (-82.61759656206894, 27.643104906417694), (-82.67113654757884, 27.612914914383797), (-82.76116652159163, 27.60515491865602), (-82.96611846397482, 27.58850592734612), (-83.38163634340381, 27.60122493461101), (-84.65249598201, 27.5832949715493), (-86.2810355032827, 28.15783487779941), (-88.47248489589293, 28.10535495001276), (-89.89986450035353, 28.28418494945248), (-91.55778406721426, 27.91578507857587), (-92.57052380106619, 27.84214512370368), (-94.41614332398122, 27.701385205351446), (-95.79856297294201, 27.60517526494424), (-96.47432280426383, 27.562255292189374), (-96.85917270147117, 27.734205267820414), (-96.93787267934366, 27.7835452593515), (-97.05819364647725, 27.84458525061371), (-97.07905264223866, 27.83988525165671), (-97.16465262092713, 27.824065257160974), (-97.18786061492898, 27.81929525929466), (-97.19167061494862, 27.818614260163905), (-97.20006061245972, 27.817117260514507), (-97.2050626115886, 27.816198260399), (-97.2089886104304, 27.81548326078879), (-97.21318260993323, 27.814768260990093), (-97.34967757614417, 27.80984226607033), (-97.36476457195116, 27.809787266926197), (-97.39788256335136, 27.812765267350965), (-97.40133256301205, 27.812925267169707), (-97.40124256223821, 27.8120652676818)]"
